Dept,Warehouse,Supplier Reference,Part Number,Physical inventory,Locations,Item number
NC,NC-MAIN,,ER 20 SPR 2-3 AA,2.00,HL2L32,2070001233637
NC,NC-MAIN,,SLEEVE CHUCK 7.88,1.00,HL2L10,2070001401210
NC,NC-MAIN,,MB2515-36FDU,2.00,HL2L09,2070001406062
NC,NC-MAIN,,3185-Y082-1020,8.00,HL2L09,2070001411363
NC,NC-MAIN,,FEED FINGERS 6MM,1.00,HL2L09,2070001411622
NC,NC-MAIN,,FEED FINGERS 8MM,1.00,HL2L09,2070001411646
NC,NC-MAIN,,FEED FINGERS 10MM,1.00,HL2L09,2070001411653
NC,NC-MAIN,,3192-M011-1080,1.00,HL2L09,2070001412988
NC,NC-MAIN,,3262-M010-1301,2.00,HL2L09,2070001412995
NC,NC-MAIN,,2603-1192-1000,1.00,,2070001413916
NC,NC-MAIN,,2601-1147-0975,1.00,,2070001413930
NC,NC-MAIN,,2601-1147-0800,1.00,,2070001413947
NC,NC-MAIN,,FL-12100,1.00,HL2L11,2070001413954
NC,NC-MAIN,,3882-C030-07A0,1.00,HL2L09,2070001414586
NC,NC-MAIN,,3882-C030-14A0,1.00,HL2L09,2070001414609
NC,NC-MAIN,,2114H,6.00,HL2L09,2070001414876
NC,NC-MAIN,,2601-1192-0400,1.00,HL2L09,2070001414906
NC,NC-MAIN,,2601-1192-0500,1.00,HL2L09,2070001414913
NC,NC-MAIN,,2601-1192-0600,1.00,HL2L09,2070001414920
NC,NC-MAIN,,2601-1192-0800,1.00,HL2L09,2070001414944
NC,NC-MAIN,,2621-1147-0400,1.00,HL2L09,2070001414951
NC,NC-MAIN,,2621-1147-0500,1.00,HL2L09,2070001414968
NC,NC-MAIN,,2621-1147-0600,1.00,HL2L09,2070001414975
NC,NC-MAIN,,2621-1147-0800,1.00,HL2L09,2070001414999
NC,NC-MAIN,,E07-00080,2.00,HL2L09,2070001418645
NC,NC-MAIN,,3885-M020,1.00,HL2L09,2070001420662
NC,NC-MAIN,,SST 20-ECH7S-70,5.00,HL2L09,2070001421072
NC,NC-MAIN,,M13-00021,2.00,HL2L09,2070001421133
NC,NC-MAIN,,060-02025,1.00,HL2L09,2070001421140
NC,NC-MAIN,,M15-02860,3.00,HL2L09,2070001422017
NC,NC-MAIN,,M15-05620,2.00,HL2L09,2070001423137
NC,NC-MAIN,,3220-Z91131,1.00,HL2L09,2070001424325
NC,NC-MAIN,,3885-Q020-0100,2.00,HL2L09,2070001425094
NC,NC-MAIN,,E06-02110,3.00,HL2L09,2070001425728
NC,NC-MAIN,,J3082-041,1.00,,2070001426602
NC,NC-MAIN,,J3082-050,1.00,,2070001426626
NC,NC-MAIN,,IKUR-KE23W1-S100,2.00,HL2L09,2070001426848
NC,NC-MAIN,,3220-Y1754,1.00,HL2L09,2070001427296
NC,NC-MAIN,,3220-Y1751,2.00,HL2L09,2070001427319
NC,NC-MAIN,,M13-00020,1.00,HL2L09,2070001427364
NC,NC-MAIN,,3220-Y5240,1.00,HL2L09,2070001427708
NC,NC-MAIN,,M39-00020,2.00,HL2L09,2070001427715
NC,NC-MAIN,,3243-T020-0800,2.00,HL2L09,2070001427722
NC,NC-MAIN,,M22-00480,2.00,HL2L09,2070001427753
NC,NC-MAIN,,3D MODEL FOR VARIAXIS I-600,1.00,HL2L41,2070001428750
NC,NC-MAIN,,M13-00010,1.00,HL2L09,2070001429962
NC,NC-MAIN,,3215-M050-1402,2.00,HL2L09,2070001430357
NC,NC-MAIN,,M15-02880,1.00,HL2L09,2070001432399
NC,NC-MAIN,,PK510,1.00,HL2L09,2070001432894
NC,NC-MAIN,,#M15-02790,1.00,HL2L09,2070001438933
NC,NC-MAIN,,3224-Y114-0501,1.00,HL2L09,2070001438995
NC,NC-MAIN,,3224-Y114-0401,1.00,HL2L09,2070001439039
NC,NC-MAIN,,FO2542380,1.00,HL2L09,2070001439770
NC,NC-MAIN,,SN810540,2.00,HL2L09,2070001439787
NC,NC-MAIN,,#M15-02750,6.00,HL2L09,2070001440677
NC,NC-MAIN,,3262-M010-1302,4.00,HL2L09,2070001445092
NC,NC-MAIN,,2112H,6.00,HL2L09,2070001514842
NC,NC-MAIN,,2112.5H,6.00,HL2L09,2070001514859
NC,NC-MAIN,,2113H,6.00,HL2L09,2070001514866
NC,NC-MAIN,,TKC-MSC-17.0MM-BO325-ROUND,1.00,HL2L09,2070001520928
NC,NC-MAIN,,TKC-BSC-3.35MM BO125,2.00,HL2L09,2070001524544
NC,NC-MAIN,,TKC-MSC-9.0MM-B0123,3.00,HL2L09,2070001524919
NC,NC-MAIN,,TKC-MSC-7.5MM,2.00,HL2L09,2070001525121
NC,NC-MAIN,,TKC-BSC-6.0MM-BO125,2.00,HL2L09,2070001526180
NC,NC-MAIN,,TKC-MSC-6.0MM-B0125,1.00,HL2L09,2070001526524
NC,NC-MAIN,,TKC-BSC-9.0MM-BO125,1.00,HL2L09,2070001529471
NC,NC-MAIN,,TKC-GB-5.0MM-BO123,3.00,HL2L09,2070001531399
NC,NC-MAIN,,TKC-MSC-10.5MM-BO205,2.00,HL2L09,2070001533591
NC,NC-MAIN,,CA-CSB01,10.00,HL2L41,2070001534048
NC,NC-MAIN,,TKC-MSC-14.9MM-BO325-S,1.00,HL2L09,2070001536554
NC,NC-MAIN,,TKC-MSC-18.8MM-BO325-S,1.00,HL2L09,2070001536561
NC,NC-MAIN,,TKC-MSC-25.3MM-BO325-S,1.00,HL2L09,2070001536578
NC,NC-MAIN,,X054D209H11,6.00,,2070001602884
NC,NC-MAIN,,VK-6,14.00,,2070001603249
NC,NC-MAIN,,M132,1.00,,2070001603447
NC,NC-MAIN,,HTD-710-5M25,2.00,HL2L11,2070001603799
NC,NC-MAIN,,HTD-375-5M25,3.00,HL2L11,2070001603805
NC,NC-MAIN,,HTD-400-5M25,3.00,HL2L11,2070001603812
NC,NC-MAIN,,6205-S,1.00,,2070001604376
NC,NC-MAIN,,6204-S,1.00,,2070001604383
NC,NC-MAIN,,VJ-123 (R8-JT6),17.00,HL2L17,2070001604598
NC,NC-MAIN,,X054D881H03 (4MM),1.00,HL2L15,2070001604604
NC,NC-MAIN,,593489,3.00,,2070001605373
NC,NC-MAIN,,6-22( M-36),1.00,,2070001605489
NC,NC-MAIN,,4002-001,1.00,,2070001605625
NC,NC-MAIN,,498132,1.00,,2070001605793
NC,NC-MAIN,,4075676,7.00,,2070001605915
NC,NC-MAIN,,VHL- 20F,3.00,HL2L12,2070001606790
NC,NC-MAIN,,HTD-880-8M20,4.00,HL2L10,2070001607087
NC,NC-MAIN,,HTD-560-8M20,7.00,HL2L10,2070001607100
NC,NC-MAIN,,BWC-70,8.00,HL2L17,2070001607650
NC,NC-MAIN,,RS0001,90.00,HL2L11,2070001608206
NC,NC-MAIN,,VK-8,12.00,,2070001608299
NC,NC-MAIN,,VLC-MT3A,14.00,HL2L17,2070001616034
NC,NC-MAIN,,4577425,2.00,,2070001616805
NC,NC-MAIN,,B-205,30.00,,2070001618410
NC,NC-MAIN,,SPZ-1600,1.00,HL2L11,2070001620062
NC,NC-MAIN,,619-6955,2.00,,2070001620413
NC,NC-MAIN,,7588190,3.00,,2070001623094
NC,NC-MAIN,,HTD-920-8M,2.00,HL2L11,2070001625043
NC,NC-MAIN,,SY7440-5MOZ-X90,1.00,HL2L10,2070001628792
NC,NC-MAIN,,366-300,6.00,,2070001631044
NC,NC-MAIN,,394-9071,6.00,,2070001631051
NC,NC-MAIN,,329-799,6.00,,2070001631068
NC,NC-MAIN,,243-7202,1.00,,2070001631075
NC,NC-MAIN,,CNC-PAC-20KVA,1.00,,2070001632331
NC,NC-MAIN,,G-80,1.00,HL2L11,2070001635714
NC,NC-MAIN,,HBZ-U(N)20 P-5RT,36.00,,2070001636896
NC,NC-MAIN,,DHM4000,1.00,,2070001639590
NC,NC-MAIN,,DCG5800,2.00,HL2L19,2070001639934
NC,NC-MAIN,,DJG6900,2.00,HL2L19,2070001639996
NC,NC-MAIN,,DAL0200,1.00,HL2L19,2070001640091
NC,NC-MAIN,,DK76700,1.00,HL2L19,2070001640107
NC,NC-MAIN,,DG88600,4.00,HL2L19,2070001640121
NC,NC-MAIN,,DC13500,1.00,HL2L19,2070001640459
NC,NC-MAIN,,DK13900,2.00,HL2L19,2070001640503
NC,NC-MAIN,,MDS-C1-V1-10-N,1.00,,2070001640633
NC,NC-MAIN,,A90L-0001-0552#A,1.00,HL2L11,2070001640732
NC,NC-MAIN,,MDS-D-SVJ3-07NA,2.00,HL2L19,2070001641128
NC,NC-MAIN,,MDS-EJH-V1-20,1.00,HL2L19,2070001641500
NC,NC-MAIN,,KS-7MB202A-P,1.00,HL2L19,2070001641838
NC,NC-MAIN,,MORLINA S2 BL 10,2.00,,2070001642040
NC,NC-MAIN,,TELLUS S2 MX 32,1.00,SR-FA9,2070001642057
NC,NC-MAIN,,DS02800,2.00,HL2L19,2070001642736
NC,NC-MAIN,,DHY5200,14.00,SR-IA2,2070001643849
NC,NC-MAIN,,HC-SF52BK-S2,1.00,HL2L19,2070001643948
NC,NC-MAIN,,DEB5900,1.00,HL2L19,2070001644297
NC,NC-MAIN,,DL03800,1.00,HL2L19,2070001644549
NC,NC-MAIN,,DGY8500,1.00,HL2L19,2070001644556
NC,NC-MAIN,,DFF7200,1.00,HL2L19,2070001644570
NC,NC-MAIN,,LS DRO/BRACKET,20.00,,2070001644860
NC,NC-MAIN,,DGH4900,4.00,HL2L19,2070001645249
NC,NC-MAIN,,DBC9800,5.00,HL2L19,2070001645256
NC,NC-MAIN,,MD45200,3.00,HL2L19,2070001645300
NC,NC-MAIN,,DAC4400,2.00,HL2L19,2070001645409
NC,NC-MAIN,,DU94900,2.00,HL2L19,2070001645416
NC,NC-MAIN,,DN71100,1.00,HL2L19,2070001645461
NC,NC-MAIN,,DA99900,1.00,HL2L19,2070001645478
NC,NC-MAIN,,FCU8-CF011-Y00,1.00,HL2L19,2070001645591
NC,NC-MAIN,,DEL9000,1.00,HL2L19,2070001646086
NC,NC-MAIN,,DT59000,4.00,HL2L19,2070001646437
NC,NC-MAIN,,DB28500,2.00,HL2L19,2070001646734
NC,NC-MAIN,,DK13700,1.00,HL2L19,2070001647014
NC,NC-MAIN,,TELLUS S2 MX 100,1.00,,2070001647045
NC,NC-MAIN,,MAKS800,1.00,HL2L19,2070001647106
NC,NC-MAIN,,DHR1200,2.00,HL2L19,2070001647557
NC,NC-MAIN,,DFW3700,5.00,HL2L19,2070001648288
NC,NC-MAIN,,DFW4200,7.00,HL2L19,2070001648295
NC,NC-MAIN,,MDS-C1-V2-0505-NA,1.00,,2070001648462
NC,NC-MAIN,,51318003300,1.00,HL2L01,2070001700269
NC,NC-MAIN,,M212/4,2.00,,2070001700559
NC,NC-MAIN,,M400,2.00,,2070001700573
NC,NC-MAIN,,M215/4,6.00,,2070001700627
NC,NC-MAIN,,RES 50G,620.00,SR-BA1,2070001700634
NC,NC-MAIN,,HA-300NC-S,1.00,,2070001701310
NC,NC-MAIN,,529-433,1.00,,2070001702072
NC,NC-MAIN,,539-124,1.00,,2070001702089
NC,NC-MAIN,,539-278,8.00,,2070001704984
NC,NC-MAIN,,LIVE CENTER,2.00,HL2L03,2070001708340
NC,NC-MAIN,,MLU2700,2.00,HL2L18,2070001711098
NC,NC-MAIN,,VB-5R-650X5M,2.00,HL2L10,2070001711937
NC,NC-MAIN,,8 655 91 088,1.00,HL2L11,2070001712644
NC,NC-MAIN,,8 655 91 087,1.00,HL2L11,2070001712651
NC,NC-MAIN,,DDB6400,1.00,HL2L36,2070001713283
NC,NC-MAIN,,MLTC-MSC-7.9MM,1.00,,2070001715249
NC,NC-MAIN,,MLTC-MSC-10.5MMM,2.00,,2070001715317
NC,NC-MAIN,,MLTC-MSC-1/8INCH,1.00,,2070001715348
NC,NC-MAIN,,MLTC-MSC-1/16INCH,2.00,,2070001715355
NC,NC-MAIN,,MLTC-MSC-4.7MM,1.00,,2070001715362
NC,NC-MAIN,,MLTC-MSC-10.2MM,1.00,,2070001715379
NC,NC-MAIN,,MLTC-MSC-6.5MM,1.00,,2070001715386
NC,NC-MAIN,,MLTC-GB-7.9MM,2.00,,2070001715409
NC,NC-MAIN,,MLTC-GB-10.0MM,3.00,,2070001715416
NC,NC-MAIN,,MLTC-GB-10.5MM,2.00,,2070001715423
NC,NC-MAIN,,MLTC-GB-1/2INCH,1.00,,2070001715447
NC,NC-MAIN,,MLTC-GB-1/4INCH,2.00,,2070001715454
NC,NC-MAIN,,MLTC-GB-1/8INCH,2.00,,2070001715461
NC,NC-MAIN,,MLTC-GB-1/16INCH,2.00,,2070001715478
NC,NC-MAIN,,MLTC-GB-4.7MM,1.00,,2070001715492
NC,NC-MAIN,,MLTC-GB-10.2MM,1.00,,2070001715508
NC,NC-MAIN,,MLTC-GB-6.5MM,1.00,,2070001715515
NC,NC-MAIN,,MLTC-BSC-2.2MM,1.00,HL2L08,2070001715539
NC,NC-MAIN,,MLTC-BSC-2.5MM,1.00,HL2L08,2070001715546
NC,NC-MAIN,,MLTC-BSC-3.2MM,1.00,HL2L08,2070001715553
NC,NC-MAIN,,MLTC-BSC-3.4MM,1.00,HL2L08,2070001715621
NC,NC-MAIN,,MLTC-BSC-4.0MM,2.00,HL2L08,2070001715638
NC,NC-MAIN,,MLTC-FG-7.9MM,1.00,HL2L08,2070001715652
NC,NC-MAIN,,MLTC-FG-10.0MM,2.00,HL2L08,2070001715669
NC,NC-MAIN,,MLTC-FG-10.5MM,2.00,HL2L08,2070001715676
NC,NC-MAIN,,MLTC-FG-1/8INCH,2.00,HL2L08,2070001715706
NC,NC-MAIN,,MLTC-FG-1/16INCH,2.00,HL2L08,2070001715713
NC,NC-MAIN,,MLTC-FG-10.2MM,1.00,HL2L08,2070001715737
NC,NC-MAIN,,MLTC-FG-6.5MM,1.00,HL2L08,2070001715744
NC,NC-MAIN,,MLTC-MSC-4.0MM-BO205II,2.00,,2070001715768
NC,NC-MAIN,,MLTC-GB-4.0MM-BO205II,2.00,,2070001715836
NC,NC-MAIN,,MLTC-GB-6.0MM,1.00,,2070001715850
NC,NC-MAIN,,MLTC-BSC-14.0MM,1.00,HL2L08,2070001715935
NC,NC-MAIN,,MLTC-FG-4.0MM,4.00,HL2L08,2070001715942
NC,NC-MAIN,,MLTC-FG-5.0MM,3.00,HL2L08,2070001715959
NC,NC-MAIN,,MLTC-FG-6.0MM,1.00,HL2L08,2070001715966
NC,NC-MAIN,,MLTC-FG-14.0MM,1.00,HL2L08,2070001715997
NC,NC-MAIN,,MLTC-FG-4.7MM,1.00,HL2L08,2070001716017
NC,NC-MAIN,,MLTC-FG-3.0MM,2.00,HL2L08,2070001716222
NC,NC-MAIN,,DCA6700,1.00,HL2L19,2070001716352
NC,NC-MAIN,,DCP9300,1.00,HL2L18,2070001716635
NC,NC-MAIN,,VB-1090X11M,1.00,HL2L10,2070001717090
NC,NC-MAIN,,MLTC-GB-6.0MM BO123,1.00,,2070001717717
NC,NC-MAIN,,FTC-SP001,1.00,HL2L13,2070001718141
NC,NC-MAIN,,DCN4400,2.00,HL2L18,2070001718394
NC,NC-MAIN,,DDN7900,1.00,,2070001718622
NC,NC-MAIN,,MLTC-BSC-1/4INCH-BO205,1.00,HL2L08,2070001719667
NC,NC-MAIN,,DA95400,20.00,HL2L18,2070001719940
NC,NC-MAIN,,MLTC-MSC-12.0MM-BO123,1.00,,2070001720571
NC,NC-MAIN,,MLTC-MSC-12.07MM-BO205,1.00,,2070001720786
NC,NC-MAIN,,MLTC-MSC-2.0MM-BO125,2.00,,2070001723213
NC,NC-MAIN,,DFW3500,4.00,HL2L18,2070001723893
NC,NC-MAIN,,DFW4000,4.00,HL2L18,2070001723909
NC,NC-MAIN,,174-183E,6.00,HL2L36,2070001724166
NC,NC-MAIN,,DU93900,1.00,HL2L18,2070001727068
NC,NC-MAIN,,DCN7000,1.00,HL2L18,2070001728980
NC,NC-MAIN,,MLTC-FG-5.0MM-BO203,5.00,HL2L08,2070001731089
NC,NC-MAIN,,MLTC-FC-4.2MM,3.00,HL2L08,2070001731133
NC,NC-MAIN,,MLTC-BSC-10.0MM-LN-BO205,1.00,HL2L08,2070001733953
NC,NC-MAIN,,DDN5400,1.00,HL2L18,2070001735063
NC,NC-MAIN,,539-806,1.00,,2070001735209
NC,NC-MAIN,,DU89200,1.00,HL2L18,2070001735797
NC,NC-MAIN,,MLTC-GB-4.180MM-BO123,3.00,,2070001736909
NC,NC-MAIN,,OGM-LATHE DOG 4-8,3.00,HL2L10,2070001737111
NC,NC-MAIN,,MLTC-SC-38.0MM,2.00,HL2L08,2070001738941
NC,NC-MAIN,,MLTC-CC-10.0MM,1.00,HL2L08,2070001740340
NC,NC-MAIN,,MLTC-BSC-5.0MM (STEEL),3.00,HL2L08,2070001741156
NC,NC-MAIN,,MLTC-MSC-3.5MM (STEEL),2.00,,2070001741163
NC,NC-MAIN,,MLTC-GB-5.5MM-BO123,1.00,,2070001741170
NC,NC-MAIN,,FX-A401,1.00,HL2L10,2070001741552
NC,NC-MAIN,,539-817,9.00,,2070001742832
NC,NC-MAIN,,539-814R,1.00,,2070001742856
NC,NC-MAIN,,539-807R,11.00,,2070001742863
NC,NC-MAIN,,50.50.100 - HYP-R1S,2.00,,2070001744386
NC,NC-MAIN,,MLTC-MSCC-10.0MM-BO205-II,1.00,HL2L13,2070001746533
NC,NC-MAIN,,IND. 4 JAW CHUCK - 500MM,1.00,,2070001808699
NC,NC-MAIN,,MA-A81,3.00,HL2L08,2070002105445
NC,NC-MAIN,,4407-06030100,4.00,HL2L06,2070002105698
NC,NC-MAIN,,33T-024,1.00,HL2L08,2070002105841
NC,NC-MAIN,,33T-026,1.00,HL2L08,2070002105858
NC,NC-MAIN,,33T-103,1.00,HL2L08,2070002105865
NC,NC-MAIN,,64420,1.00,,2070002109115
NC,NC-MAIN,,V-82229,1.00,HL2L17,2070002109122
NC,NC-MAIN,,HJ-06,4.00,HL2L17,2070002109313
NC,NC-MAIN,,P-1000,10.00,,2070002109368
NC,NC-MAIN,,J-L02,4.00,HL2L17,2070002109535
NC,NC-MAIN,,VQ-108,11.00,HL2L39,2070002110357
NC,NC-MAIN,,E20-16-K,21.00,HL2L16,2070002110371
NC,NC-MAIN,,E40-12,26.00,HL2L16,2070002110388
NC,NC-MAIN,,C12D 110V,4.00,HL2L08,2070002110531
NC,NC-MAIN,,OCT-ET-Ø0.8 X 300,1.00,HL2L10,2070002110951
NC,NC-MAIN,,VLC-MT4A,15.00,HL2L17,2070002110982
NC,NC-MAIN,,7212-12100001,2.00,HL2L07,2070002111026
NC,NC-MAIN,,E32-8,18.00,HL2L16,2070002111040
NC,NC-MAIN,,E32-10,18.00,HL2L16,2070002111057
NC,NC-MAIN,,E32-12,16.00,HL2L16,2070002111064
NC,NC-MAIN,,E32-25-K,23.00,HL2L16,2070002111071
NC,NC-MAIN,,V-TDT,1.00,HL2L17,2070002111118
NC,NC-MAIN,,ZGC0005336,3.00,HL2L14,2070002111286
NC,NC-MAIN,,VSC-6A-FB,2.00,,2070002111408
NC,NC-MAIN,,INT-16-NT40; 3/16,4.00,HL2L17,2070002111415
NC,NC-MAIN,,VQC-160H,1.00,,2070002111484
NC,NC-MAIN,,CK-12A,21.00,,2070002111590
NC,NC-MAIN,,EL243D,8.00,HL2L12,2070002111675
NC,NC-MAIN,,0405-00142000,2.00,HL2L05,2070002111750
NC,NC-MAIN,,VLC-MT5A,15.00,HL2L17,2070002111804
NC,NC-MAIN,,MT07000216,1.00,HL2L14,2070002111910
NC,NC-MAIN,,E40-8,33.00,HL2L16,2070002112184
NC,NC-MAIN,,E40-10,31.00,HL2L16,2070002112191
NC,NC-MAIN,,E40-16-K,24.00,HL2L16,2070002112221
NC,NC-MAIN,,E40-20-K,27.00,HL2L16,2070002112238
NC,NC-MAIN,,E40-25-K,26.00,HL2L16,2070002112245
NC,NC-MAIN,,E40-32-K,15.00,HL2L16,2070002112252
NC,NC-MAIN,,S-1,1.00,HL2L17,2070002112474
NC,NC-MAIN,,CL-01A,1.00,HL2L17,2070002112481
NC,NC-MAIN,,VSC-6A,1.00,,2070002112498
NC,NC-MAIN,,OCT-ET-Ø0.9X400MM,20.00,HL2L10,2070002112962
NC,NC-MAIN,,103AC1006005ZZ,1.00,HL2L10,2070002113068
NC,NC-MAIN,,6000-02800010,3.00,,2070002113143
NC,NC-MAIN,,CTS-001,1.00,HL2L14,2070002113464
NC,NC-MAIN,,K-187536,1.00,HL2L13,2070002113488
NC,NC-MAIN,,K-MA020029,1.00,,2070002113495
NC,NC-MAIN,,K-MB16-30TAC62B,4.00,,2070002113501
NC,NC-MAIN,,K-MK01-JTAP06X10,5.00,,2070002113518
NC,NC-MAIN,,K-MT010002,1.00,,2070002113525
NC,NC-MAIN,,K-MT040051,3.00,HL2L14,2070002113532
NC,NC-MAIN,,K-ML14000120,1.00,HL2L14,2070002113549
NC,NC-MAIN,,K-E42235,3.00,,2070002113587
NC,NC-MAIN,,K-E42044,2.00,,2070002113594
NC,NC-MAIN,,K-E42288,1.00,,2070002113600
NC,NC-MAIN,,K-EP88000014,2.00,HL2L13,2070002113648
NC,NC-MAIN,,K-MA010069,1.00,,2070002113655
NC,NC-MAIN,,K-MA010070,1.00,,2070002113662
NC,NC-MAIN,,K-MA020020,1.00,,2070002113686
NC,NC-MAIN,,K-ML04-6X1600,3.00,,2070002113709
NC,NC-MAIN,,K-ML04-6X3500,2.00,HL2L14,2070002113716
NC,NC-MAIN,,K-MT01-8YUX976,2.00,HL2L13,2070002113730
NC,NC-MAIN,,K-E42411,3.00,,2070002113747
NC,NC-MAIN,,K-EB08000145,17.00,HL2L14,2070002113754
NC,NC-MAIN,,K-ZGC0004814,5.00,,2070002113778
NC,NC-MAIN,,OCT-ET-Ø0.5X400MM 20PCS/TUBE,1.00,HL2L10,2070002113792
NC,NC-MAIN,,OCT-ET-Ø1.2X400MM 20PCS/TUBE,5.00,HL2L10,2070002113815
NC,NC-MAIN,,VLC-113,1.00,HL2L17,2070002114478
NC,NC-MAIN,,2OCT0032,1.00,HL2L10,2070002114539
NC,NC-MAIN,,VLC-213,1.00,HL2L17,2070002114546
NC,NC-MAIN,,OSM-001,4.00,HL2L11,2070002115017
NC,NC-MAIN,,E50-16,2.00,HL2L16,2070002115086
NC,NC-MAIN,,E50-25,2.00,HL2L16,2070002115109
NC,NC-MAIN,,E50-32-K,11.00,HL2L16,2070002115116
NC,NC-MAIN,,E50-40-K,11.00,HL2L16,2070002115123
NC,NC-MAIN,,HJ-08,11.00,HL2L17,2070002115147
NC,NC-MAIN,,VLC-114,2.00,,2070002115161
NC,NC-MAIN,,VLC-115,1.00,HL2L17,2070002115178
NC,NC-MAIN,,INT-13-MT4,11.00,HL2L17,2070002115239
NC,NC-MAIN,,18HA-022,1.00,HL2L08,2070002115284
NC,NC-MAIN,,INT-13-MT3,1.00,HL2L17,2070002116045
NC,NC-MAIN,,VG-816,1.00,,2070002116496
NC,NC-MAIN,,J-C01,2.00,HL2L17,2070002116519
NC,NC-MAIN,,V-16000,3.00,HL2L17,2070002116533
NC,NC-MAIN,,VMP23-SP001,1.00,HL2L13,2070002116656
NC,NC-MAIN,,ZGC0005262,8.00,,2070002116915
NC,NC-MAIN,,ZGC0004354,8.00,,2070002116922
NC,NC-MAIN,,ZGC0005263,10.00,,2070002116939
NC,NC-MAIN,,ZGC0006089,10.00,,2070002116946
NC,NC-MAIN,,ZGC0006531,2.00,,2070002116953
NC,NC-MAIN,,ZGC0005264,2.00,,2070002116960
NC,NC-MAIN,,MA020028,2.00,HL2L14,2070002117103
NC,NC-MAIN,,899999,2.00,HL2L10,2070002117394
NC,NC-MAIN,,E08157,2.00,,2070002117448
NC,NC-MAIN,,E20-8,20.00,HL2L16,2070002117820
NC,NC-MAIN,,E20-10,18.00,HL2L16,2070002117837
NC,NC-MAIN,,E20-12-K,18.00,HL2L16,2070002117844
NC,NC-MAIN,,TS-135-MT3,1.00,,2070002117868
NC,NC-MAIN,,DS-RA-AB001,1.00,,2070002118056
NC,NC-MAIN,,FMB22,1.00,HL2L12,2070002118193
NC,NC-MAIN,,MA01000091,1.00,HL2L14,2070002118209
NC,NC-MAIN,,EB34000134,1.00,HL2L14,2070002118216
NC,NC-MAIN,,EB42-LS-BD2,2.00,,2070002118223
NC,NC-MAIN,,MA-PT 0.175KVA,2.00,HL2L08,2070002118575
NC,NC-MAIN,,3P 50A,1.00,HL2L08,2070002118582
NC,NC-MAIN,,E42258,1.00,,2070002118681
NC,NC-MAIN,,MA-ORG170,5.00,HL2L08,2070002118841
NC,NC-MAIN,,MA-ORG120,3.00,HL2L08,2070002118858
NC,NC-MAIN,,MA-ORG75,5.00,HL2L08,2070002118865
NC,NC-MAIN,,MA-ORG65,10.00,HL2L08,2070002118872
NC,NC-MAIN,,MA-ORG55,20.00,HL2L08,2070002118889
NC,NC-MAIN,,MA-ORP18,5.00,HL2L08,2070002118896
NC,NC-MAIN,,MA-OS40X68X7,5.00,HL2L08,2070002118902
NC,NC-MAIN,,MA-OS25X38X8,15.00,HL2L08,2070002118919
NC,NC-MAIN,,LJ12A3-4-Z/BX,1.00,,2070002119008
NC,NC-MAIN,,E25-12,20.00,HL2L16,2070002119572
NC,NC-MAIN,,E25-16-K,19.00,HL2L16,2070002119589
NC,NC-MAIN,,E25-20-K,20.00,HL2L16,2070002119596
NC,NC-MAIN,,MX05000003,10.00,,2070002119992
NC,NC-MAIN,,ZGC0006828,2.00,,2070002120004
NC,NC-MAIN,,OSC-G-Ø1.5MM,3.00,HL2L11,2070002120165
NC,NC-MAIN,,25B-044,4.00,,2070002120202
NC,NC-MAIN,,25B-067,1.00,HL2L08,2070002120219
NC,NC-MAIN,,4208-02515003,8.00,HL2L06,2070002120486
NC,NC-MAIN,,OSC-G-Ø1.0MM,5.00,HL2L11,2070002120851
NC,NC-MAIN,,OSC-G-Ø2.0MM,3.00,HL2L11,2070002120868
NC,NC-MAIN,,OSC-G-Ø3.0MM,4.00,HL2L11,2070002120875
NC,NC-MAIN,,OSC-G-Ø0.3MM,3.00,HL2L11,2070002120882
NC,NC-MAIN,,OSC-G-Ø0.5MM,3.00,HL2L11,2070002120899
NC,NC-MAIN,,OSC-G-Ø0.8MM,5.00,HL2L11,2070002120905
NC,NC-MAIN,,OSC-P-38,3.00,HL2L11,2070002120950
NC,NC-MAIN,,1704,1.00,HL2L08,2070002121049
NC,NC-MAIN,,MSCT-SB-01,2.00,HL2L08,2070002121056
NC,NC-MAIN,,MSCT-SP-01,2.00,HL2L08,2070002121063
NC,NC-MAIN,,28-6202ZZ,6.00,HL2L12,2070002121087
NC,NC-MAIN,,06041000,1.00,HL2L12,2070002121094
NC,NC-MAIN,,06041100,1.00,HL2L12,2070002121100
NC,NC-MAIN,,CA5118A,1.00,HL2L09,2070002121186
NC,NC-MAIN,,ML04-6X3000,1.00,HL2L14,2070002121216
NC,NC-MAIN,,06042000,2.00,HL2L12,2070002122435
NC,NC-MAIN,,AGCB003C,2.00,HL2L13,2070002122596
NC,NC-MAIN,,AGCB006A,5.00,HL2L13,2070002122602
NC,NC-MAIN,,AGCB010A,3.00,HL2L13,2070002122619
NC,NC-MAIN,,AGCB007A,1.00,HL2L13,2070002122633
NC,NC-MAIN,,AGCB002C,2.00,HL2L13,2070002122640
NC,NC-MAIN,,AGCB005A,1.00,HL2L13,2070002122657
NC,NC-MAIN,,AGCB009E,1.00,HL2L13,2070002122664
NC,NC-MAIN,,AGCB013D,1.00,HL2L13,2070002122688
NC,NC-MAIN,,AGCB014E,1.00,HL2L13,2070002122695
NC,NC-MAIN,,AGC_AWT001,1.00,HL2L13,2070002122718
