Dept,Warehouse,Supplier Reference,Part Number,Physical inventory,Locations,Item number
MT,MT-MAIN,C,148-301,2.00,HL3L04,2067771717832
MT,MT-MAIN,C,209-910,1.00,HL3L05,2067771717887
MT,MT-MAIN,C,611221-531,1.00,HL3L18,2067771718006
MT,MT-MAIN,C,611315-531,1.00,HL3L18,2067771718013
MT,MT-MAIN,C,611210-531,1.00,HL3L18,2067771718051
MT,MT-MAIN,C,7823EU,1.00,HL3L10,2067771718099
MT,MT-MAIN,C,103-905-10,1.00,HL3L17,2067771718105
MT,MT-MAIN,,1044SB-60,3.00,,2067771718150
MT,MT-MAIN,C,103-930,1.00,HL3L03,2067771718167
MT,MT-MAIN,,123-110,1.00,HL3L03,2067771718648
MT,MT-MAIN,,516-115-60,1.00,HL3L10,2067771718693
MT,MT-MAIN,,611681-036,1.00,HL3L18,2067771719034
MT,MT-MAIN,,516-162-10,1.00,HL3L10,2067771719065
MT,MT-MAIN,C,103-915-10,1.00,HL3L17,2067771719751
MT,MT-MAIN,C,505-738,1.00,HL3L29,2067771720368
MT,MT-MAIN,C,7327A,2.00,HL3L41,2067771720450
MT,MT-MAIN,C,2044A,1.00,HL3L05,2067771720474
MT,MT-MAIN,C,511-715-20,2.00,HL3L29,2067771720542
MT,MT-MAIN,A,2052A-19,2.00,HL3L05,2067771720566
MT,MT-MAIN,,7032-10,1.00,HL3L18,2067771720658
MT,MT-MAIN,A,1109A-10,1.00,HL3L03,2067771720665
MT,MT-MAIN,A,2046A-09,2.00,HL3L05,2067771720740
MT,MT-MAIN,C,7033-10,5.00,HL3L18,2067771720863
MT,MT-MAIN,A,2923A-10,1.00,HL3L06,2067771721167
MT,MT-MAIN,C,511-722-20,4.00,HL3L29,2067771721174
MT,MT-MAIN,C,505-748,1.00,HL3L29,2067771721228
MT,MT-MAIN,,1803AB-10,1.00,HL3L04,2067771721242
MT,MT-MAIN,C,2044A-09,3.00,HL3L05,2067771721259
MT,MT-MAIN,A,500-196-30,93.00,"HL3L36, HL3L38",2067781700275
MT,MT-MAIN,A,500-197-30,47.00,HL3L32,2067781700282
MT,MT-MAIN,A,500-171-30,24.00,HL3L32,2067781700299
MT,MT-MAIN,A,500-172-30,148.00,HL3L32,2067781700305
MT,MT-MAIN,A,293-340-30,2.00,HL3L06,2067781700329
MT,MT-MAIN,A,505-745,1.00,HL3L29,2067781700350
MT,MT-MAIN,A,505-730,1.00,HL3L29,2067781700367
MT,MT-MAIN,A,500-703-20,7.00,HL3L08,2067781700374
MT,MT-MAIN,A,513-404-10E,4.00,HL3L10,2067781700411
MT,MT-MAIN,A,500-702-20,5.00,HL3L08,2067781700428
MT,MT-MAIN,A,513-405-10E,5.00,HL3L10,2067781700466
MT,MT-MAIN,A,7010-10,1.00,HL3L24,2067781700473
MT,MT-MAIN,A,500-173-30,77.00,"HL3L32, HL3L40",2067781700497
MT,MT-MAIN,,505-742,1.00,HL3L29,2067781700503
MT,MT-MAIN,A,500-153-30,6.00,"HL3L32, HL3L38",2067781700510
MT,MT-MAIN,A,2109A-10,4.00,HL3L05,2067781700602
MT,MT-MAIN,A,2046A,47.00,HL3L05,2067781700619
MT,MT-MAIN,A,1044A,14.00,HL3L03,2067781700626
MT,MT-MAIN,A,511-712-20,5.00,HL3L29,2067781700633
MT,MT-MAIN,A,511-713-20,6.00,HL3L29,2067781700640
MT,MT-MAIN,A,543-561E,2.00,HL3L14,2067791701606
MT,MT-MAIN,A,543-563E,2.00,HL3L14,2067791701613
MT,MT-MAIN,B,573-119-10,1.00,HL3L15,2067791702566
MT,MT-MAIN,A,543-564E,1.00,HL3L14,2067791702610
MT,MT-MAIN,C,12AAA807,4.00,HL3L09,2067791702931
MT,MT-MAIN,B,468-166,1.00,HL3L07,2067791702955
MT,MT-MAIN,B,468-168,2.00,"HL3L07, HL3L38",2067791702979
MT,MT-MAIN,B,468-163,1.00,HL3L07,2067791703143
MT,MT-MAIN,A,500-502-10,1.00,HL3L42,2067791703211
MT,MT-MAIN,B,124-181,1.00,HL3L37,2067791703518
MT,MT-MAIN,A,192-664-10,1.00,HL3L39,2067791703525
MT,MT-MAIN,A,192-663-10,18.00,HL3L40,2067791703587
MT,MT-MAIN,A,192-630-10,1.00,HL3L39,2067791703723
MT,MT-MAIN,A,192-613-10,6.00,"HL3L40, SR-CA8",2067791703969
MT,MT-MAIN,B,957262,4.00,HL3L19,2067791704010
MT,MT-MAIN,B,551-331-10,2.00,HL3L15,2067791704201
MT,MT-MAIN,A,543-391B,1.00,HL3L14,2067791704249
MT,MT-MAIN,A,543-494B,4.00,HL3L14,2067791704416
MT,MT-MAIN,B,192-633-10,3.00,SR-CA6,2067791704478
MT,MT-MAIN,B,141-025,1.00,,2067791704584
MT,MT-MAIN,B,547-252,1.00,HL3L15,2067791704713
MT,MT-MAIN,B,192-615-10,1.00,,2067791704843
MT,MT-MAIN,B,500-777,1.00,HL3L08,2067791704881
MT,MT-MAIN,A,543-394B,2.00,HL3L14,2067791704928
MT,MT-MAIN,B,02AZD790E,6.00,HL3L02,2067791704980
MT,MT-MAIN,B,552-192-10,2.00,HL3L16,2067791704997
MT,MT-MAIN,B,389-514,1.00,HL3L36,2067791705260
MT,MT-MAIN,B,468-974,1.00,HL3L26,2067791705291
MT,MT-MAIN,C,02AZD880D,1.00,HL3L02,2067791705475
MT,MT-MAIN,C,339-301,3.00,HL3L36,2067791705611
MT,MT-MAIN,C,573-608,2.00,HL3L15,2067791705772
MT,MT-MAIN,C,570-304,1.00,HL3L16,2067791705819
MT,MT-MAIN,B,500-158-30,1.00,HL3L08,2067791705864
MT,MT-MAIN,B,500-180-30,2.00,HL3L08,2067791705888
MT,MT-MAIN,A,500-182-30,7.00,HL3L32,2067791705918
MT,MT-MAIN,A,500-181-30,11.00,HL3L08,2067791705925
MT,MT-MAIN,A,500-152-30,11.00,HL3L29,2067791706014
MT,MT-MAIN,B,500-151-30,20.00,HL3L08,2067791706052
MT,MT-MAIN,A,293-240-30,6.00,HL3L06,2067791706069
MT,MT-MAIN,A,293-330-30,2.00,HL3L06,2067791706076
MT,MT-MAIN,A,293-831-30,15.00,HL3L06,2067791706090
MT,MT-MAIN,A,293-241-30,2.00,HL3L06,2067791706106
MT,MT-MAIN,C,568-364,1.00,HL3L15,2067791706120
MT,MT-MAIN,C,568-365,1.00,HL3L15,2067791706137
MT,MT-MAIN,B,293-333-30,1.00,HL3L06,2067791706168
MT,MT-MAIN,B,500-150-30,2.00,HL3L08,2067791706182
MT,MT-MAIN,A,293-232-30,1.00,HL3L06,2067791706199
MT,MT-MAIN,A,293-332-30,3.00,HL3L06,2067791706205
MT,MT-MAIN,C,500-160-30,2.00,HL3L08,2067791706243
MT,MT-MAIN,A,293-331-30,3.00,HL3L06,2067791706359
MT,MT-MAIN,C,500-164-30,1.00,HL3L08,2067791706397
MT,MT-MAIN,A,293-341-30,13.00,HL3L06,2067791706410
MT,MT-MAIN,A,293-231-30,5.00,HL3L06,2067791706427
MT,MT-MAIN,B,571-201-30,2.00,HL3L15,2067791706540
MT,MT-MAIN,C,422-330-30,2.00,HL3L07,2067791706564
MT,MT-MAIN,B,395-251-30,1.00,HL3L07,2067791706595
MT,MT-MAIN,C,500-154-30,5.00,HL3L08,2067791706601
MT,MT-MAIN,B,422-230-30,2.00,HL3L07,2067791706618
MT,MT-MAIN,B,323-250-30,2.00,HL3L07,2067791706625
MT,MT-MAIN,B,571-202-30,2.00,HL3L15,2067791706687
MT,MT-MAIN,B,422-271-30,1.00,HL3L07,2067791706694
MT,MT-MAIN,B,323-352-30,1.00,HL3L07,2067791706700
MT,MT-MAIN,B,342-251-30,1.00,HL3L07,2067791706779
MT,MT-MAIN,B,342-261-30,2.00,HL3L07,2067791706793
MT,MT-MAIN,B,345-250-30,4.00,HL3L07,2067791706816
MT,MT-MAIN,C,568-928,1.00,HL3L15,2067791706823
MT,MT-MAIN,B,329-350-30,10.00,HL3L07,2067791706847
MT,MT-MAIN,B,340-251-30,1.00,"HL3L07, HL3L36",2067791706854
MT,MT-MAIN,,406-253-30,1.00,HL3L07,2067791706861
MT,MT-MAIN,B,329-250-30,1.00,HL3L07,2067791706878
MT,MT-MAIN,A,342-271-30,2.00,HL3L07,2067791706885
MT,MT-MAIN,B,395-271-30,7.00,HL3L07,2067791706908
MT,MT-MAIN,B,293-252-30,1.00,HL3L06,2067791706946
MT,MT-MAIN,C,323-253-30,1.00,HL3L07,2067791706960
MT,MT-MAIN,C,293-251-30,1.00,HL3L06,2067791706984
MT,MT-MAIN,B,422-231-30,1.00,HL3L07,2067791706991
MT,MT-MAIN,B,571-211-30,1.00,HL3L15,2067791707035
MT,MT-MAIN,A,293-242-30,1.00,HL3L06,2067791707073
MT,MT-MAIN,B,422-332-30,1.00,HL3L07,2067791707141
MT,MT-MAIN,B,422-331-30,1.00,HL3L07,2067791707158
MT,MT-MAIN,B,422-333-30,1.00,HL3L07,2067791707165
MT,MT-MAIN,A,500-753-20,3.00,HL3L08,2067791707189
MT,MT-MAIN,A,500-763-20,3.00,HL3L08,2067791707196
MT,MT-MAIN,C,395-263-30,1.00,HL3L07,2067791707240
MT,MT-MAIN,C,350-251-30,1.00,HL3L07,2067791707271
MT,MT-MAIN,C,314-251-30,1.00,HL3L07,2067791707301
MT,MT-MAIN,A,500-712-20,5.00,HL3L08,2067791707318
MT,MT-MAIN,B,500-722-20,1.00,HL3L08,2067791707325
MT,MT-MAIN,C,468-987,1.00,HL3L07,2067791707370
MT,MT-MAIN,C,500-731-20,3.00,HL3L08,2067791707431
MT,MT-MAIN,C,500-155-30,3.00,HL3L08,2067791707462
MT,MT-MAIN,B,573-191-30,2.00,HL3L15,2067791707479
MT,MT-MAIN,B,406-251-30,1.00,HL3L07,2067791707493
MT,MT-MAIN,B,343-350-30,3.00,HL3L07,2067791707509
MT,MT-MAIN,B,331-251-30,1.00,HL3L07,2067791707530
MT,MT-MAIN,A,500-762-20,1.00,HL3L08,2067791707561
MT,MT-MAIN,A,500-738-20,3.00,HL3L08,2067791707585
MT,MT-MAIN,B,500-723-20,4.00,HL3L08,2067791707639
MT,MT-MAIN,A,543-395B,1.00,HL3L14,2067791707646
MT,MT-MAIN,C,543-301,1.00,HL3L14,2067791707660
MT,MT-MAIN,B,422-260-30,2.00,HL3L07,2067791707714
MT,MT-MAIN,,209-572M,1.00,HL3L05,2067791707738
MT,MT-MAIN,A,342-371-30,1.00,HL3L07,2067791707806
MT,MT-MAIN,B,342-361-30,1.00,HL3L07,2067791707899
MT,MT-MAIN,B,389-272-30,1.00,HL3L07,2067791707912
MT,MT-MAIN,B,500-733-20,2.00,HL3L08,2067791707936
MT,MT-MAIN,A,293-145-30,1.00,HL3L06,2067791707943
MT,MT-MAIN,B,500-724-20,7.00,HL3L08,2067791707981
MT,MT-MAIN,B,500-785,1.00,HL3L08,2067791707998
MT,MT-MAIN,B,331-261-30,2.00,"HL3L07, HL3L15",2067791708001
MT,MT-MAIN,B,500-734-20,1.00,HL3L08,2067791708056
MT,MT-MAIN,B,395-261-30,1.00,HL3L07,2067791708094
MT,MT-MAIN,B,293-250-30,1.00,HL3L06,2067791708124
MT,MT-MAIN,B,395-371-30,1.00,HL3L07,2067791708155
MT,MT-MAIN,C,573-634-20,1.00,HL3L15,2067791708209
MT,MT-MAIN,B,573-606-20,3.00,HL3L15,2067791708223
MT,MT-MAIN,B,552-195-10,1.00,,2067791708278
MT,MT-MAIN,A,543-394,1.00,HL3L14,2067791708285
MT,MT-MAIN,C,209-906,1.00,HL3L05,2067791708360
MT,MT-MAIN,B,468-174,1.00,"HL3L12, HL3L38",2067791708476
MT,MT-MAIN,C,02AZD880G,10.00,HL3L02,2067791708506
MT,MT-MAIN,B,573-605-20,1.00,HL3L15,2067791708513
MT,MT-MAIN,A,500-768-20,3.00,HL3L08,2067791708520
MT,MT-MAIN,B,573-601-20,1.00,HL3L15,2067791708537
MT,MT-MAIN,B,422-370-30,2.00,HL3L07,2067791708636
MT,MT-MAIN,B,324-251-30,4.00,HL3L07,2067791708674
MT,MT-MAIN,C,324-252-30,2.00,HL3L07,2067791708681
MT,MT-MAIN,C,324-254-30,1.00,HL3L07,2067791708704
MT,MT-MAIN,A,543-404B,1.00,HL3L14,2067791708711
MT,MT-MAIN,,571-204-10,1.00,HL3L42,2067791708742
MT,MT-MAIN,B,326-351-30,1.00,HL3L07,2067791708766
MT,MT-MAIN,B,293-257-30,2.00,HL3L25,2067791708797
MT,MT-MAIN,B,293-256-30,1.00,HL3L25,2067791708803
MT,MT-MAIN,B,293-585,2.00,HL3L25,2067791708834
MT,MT-MAIN,,343-351-30,1.00,HL3L07,2067791708841
MT,MT-MAIN,B,573-661-20,2.00,HL3L15,2067791708858
MT,MT-MAIN,C,395-351-30,5.00,HL3L07,2067791708933
MT,MT-MAIN,B,700-118-30,6.00,HL3L18,2067791708964
MT,MT-MAIN,A,264-505E,2.00,HL3L37,2067791708971
MT,MT-MAIN,,543-404,2.00,HL3L14,2067791708988
MT,MT-MAIN,C,209-913,2.00,HL3L05,2067791709022
MT,MT-MAIN,,543-562-2,1.00,HL3L14,2067791709046
MT,MT-MAIN,B,345-251-30,4.00,HL3L07,2067791709053
MT,MT-MAIN,,573-642-20,3.00,HL3L15,2067791709060
MT,MT-MAIN,,05CAA710,1.00,HL3L02,2067791709114
MT,MT-MAIN,B,345-351-30,1.00,HL3L07,2067791709121
MT,MT-MAIN,B,552-162-10,1.00,HL3L01,2067791709169
MT,MT-MAIN,B,500-168-30,2.00,HL3L08,2067791709244
MT,MT-MAIN,A,500-754-20,1.00,HL3L08,2067791709251
MT,MT-MAIN,C,547-316S,1.00,HL3L15,2067791709336
MT,MT-MAIN,,571-100-20,2.00,HL3L08,2067791709343
MT,MT-MAIN,,0347712-00,3.00,HL3L20,2067791709381
MT,MT-MAIN,,500-465,1.00,HL3L08,2067791709480
MT,MT-MAIN,,350-252-30,1.00,HL3L07,2067791709510
MT,MT-MAIN,,543-552E (INC),1.00,HL3L14,2067791709565
MT,MT-MAIN,,543-350,1.00,HL3L14,2067791709572
MT,MT-MAIN,,500-704-20,3.00,HL3L08,2067791709596
MT,MT-MAIN,A,293-666-20,1.00,HL3L06,2067791709725
MT,MT-MAIN,B,395-272-30,1.00,HL3L07,2067791709794
MT,MT-MAIN,B,369-350-30,3.00,HL3L07,2067791709824
MT,MT-MAIN,B,422-232-30,1.00,HL3L07,2067791709831
MT,MT-MAIN,B,500-193-30,5.00,HL3L08,2067791709855
MT,MT-MAIN,B,323-251-30,3.00,HL3L07,2067791709930
MT,MT-MAIN,B,573-651-20,1.00,HL3L15,2067791710035
MT,MT-MAIN,B,342-451-20,3.00,HL3L07,2067791710073
MT,MT-MAIN,B,192-615-10*,1.00,,2067791710097
MT,MT-MAIN,A,264-020,6.00,HL3L05,2067791710127
MT,MT-MAIN,A,500-764-20,2.00,HL3L08,2067791710165
MT,MT-MAIN,A,293-243-30,2.00,HL3L06,2067791710219
MT,MT-MAIN,,571-253-20,1.00,HL3L15,2067791710226
MT,MT-MAIN,A,543-854E,2.00,HL3L14,2067791710233
MT,MT-MAIN,A,543-730B,5.00,HL3L14,2067791710264
MT,MT-MAIN,A,543-853E,2.00,HL3L14,2067791710271
MT,MT-MAIN,B,547-400A,1.00,HL3L15,2067791710318
MT,MT-MAIN,C,543-796B-10,2.00,HL3L14,2067791710325
MT,MT-MAIN,B,395-273-30,1.00,HL3L07,2067791710332
MT,MT-MAIN,C,293-667-20,1.00,HL3L06,2067791710356
MT,MT-MAIN,,M-5000-7779,2.00,HL3L22,2067811100075
MT,MT-MAIN,,A-5003-0046,1.00,HL3L22,2067811100259
MT,MT-MAIN,,A-5004-7398,2.00,HL3L22,2067811100457
MT,MT-MAIN,,A-5004-5753,2.00,HL3L22,2067811100495
MT,MT-MAIN,,AA - 5.90,1.00,HL3L28,2067821400523
MT,MT-MAIN,,AA - 3 08,1.00,HL3L28,2067821401377
MT,MT-MAIN,,AA - 3.00,3.00,HL3L28,2067821402756
MT,MT-MAIN,,AA - 11.00,1.00,HL3L28,2067821402992
MT,MT-MAIN,,AA - 1.48,1.00,HL3L28,2067821403449
MT,MT-MAIN,,AA - 12.998,3.00,HL3L28,2067821403562
MT,MT-MAIN,O,527603-A,1.00,,2067821403791
MT,MT-MAIN,,AA - 3.005,3.00,HL3L28,2067821404293
MT,MT-MAIN,,AA - 8.025,1.00,HL3L28,2067821404750
MT,MT-MAIN,,AA - 2.63,1.00,HL3L28,2067821404859
MT,MT-MAIN,,AA - 1.30,1.00,HL3L28,2067821405993
MT,MT-MAIN,,AA - 8.80,1.00,HL3L28,2067821406280
MT,MT-MAIN,,AA - 2.370,1.00,HL3L28,2067821407935
MT,MT-MAIN,,AA - 9.045,1.00,HL3L28,2067821409007
MT,MT-MAIN,,FLW-150002,1.00,HL3L28,2067821410973
MT,MT-MAIN,,AA - 5.94,2.00,HL3L28,2067821412137
MT,MT-MAIN,,AA - 8.018,1.00,HL3L28,2067821413011
MT,MT-MAIN,,SPA-3A,1.00,HL3L22,2067821413165
MT,MT-MAIN,,SPA-5A,1.00,HL3L22,2067821413172
MT,MT-MAIN,,AA - 1.015,1.00,HL3L28,2067821414018
MT,MT-MAIN,,FB 100N,1.00,HL3L22,2067841400459
MT,MT-MAIN,,FW-12,1.00,HL3L22,2067841401593
MT,MT-MAIN,,GP-30,1.00,HL3L22,2067841401616
MT,MT-MAIN,,GT-10,1.00,HL3L22,2067841401920
MT,MT-MAIN,,GT-20,1.00,,2067841401951
MT,MT-MAIN,,TB-02P,1.00,HL3L20,2067841402101
MT,MT-MAIN,,GB1-1000,1.00,HL3L28,2067961400513
MT,MT-MAIN,,N3LTDK,2.00,HL3L28,2068141400217
MT,MT-MAIN,,M2 X 0.4 (GPIP2),6.00,HL3L27,2068191400557
MT,MT-MAIN,,M3 X 0.5 (GPIP2),6.00,HL3L27,2068191400571
MT,MT-MAIN,,M4 X 0.7 (GPIP2),3.00,HL3L27,2068191400588
MT,MT-MAIN,,M3.5 X 0.6 (GPIP2),1.00,HL3L27,2068191400601
MT,MT-MAIN,,822-33,1.00,HL3L28,2068191400632
MT,MT-MAIN,,M2.6 X 0.45 GPII,2.00,HL3L28,2068191400724
MT,MT-MAIN,,NO. 60 H7,1.00,,2069691404908
MT,MT-MAIN,,NO. 42 H7,1.00,,2069691404915
MT,MT-MAIN,,NO. 10.00 X 10.10,5.00,HL3L27,2069691404977
MT,MT-MAIN,,NO. 7.188 X 7.378,5.00,HL3L27,2069691404984
MT,MT-MAIN,,NO. 30 H6,1.00,HL3L27,2069691405998
MT,MT-MAIN,,NO. 42,1.00,,2069691406056
MT,MT-MAIN,,M12 X 1.25 GP2,1.00,,2069691406063
MT,MT-MAIN,,NO. 3.97 X 45L,1.00,,2069691406087
MT,MT-MAIN,,NO. 28 H8,1.00,HL3L27,2069691406384
MT,MT-MAIN,,NO. 28 H6,1.00,HL3L27,2069691406995
MT,MT-MAIN,,NO. 25 +0.1/+0.05,1.00,HL3L27,2069691407152
MT,MT-MAIN,,NO. 30 +0.1/+0.05,1.00,HL3L27,2069691407169
MT,MT-MAIN,,NO. 51.94 +0.1/+0.03,1.00,HL3L27,2069691407183
MT,MT-MAIN,,NO. 29 PS180809N103-1,1.00,HL3L27,2069691407916
MT,MT-MAIN,,"M6 * 1.0 GPWP2, 74MM",1.00,HL3L27,2069691408142
MT,MT-MAIN,,NO. 2.03 X 2.13,1.00,HL3L27,2069691409484
MT,MT-MAIN,,NO. 8.97 X 9.01,1.00,HL3L27,2069691409507
MT,MT-MAIN,,M8 X 1.25 GPIP2,1.00,HL3L27,2069711400262
MT,MT-MAIN,,M2.5 X 0.45 GPNP6H,2.00,HL3L27,2069711400385
MT,MT-MAIN,,M1.4 X 0.3 GPIP2,5.00,HL3L27,2069711400682
MT,MT-MAIN,,NO. 10-32 UNF GPIP 2B,5.00,HL3L27,2069711400705
MT,MT-MAIN,,M3 X 0.5 GPIP2 TIN,1.00,,2069711400880
MT,MT-MAIN,,M6 X 1.0 GPNP6H,5.00,HL3L27,2069711400903
MT,MT-MAIN,,NPT 1/8-27,1.00,,2069711400958
MT,MT-MAIN,,M12 X 1.25 GRIR2,5.00,HL3L27,2069711400989
MT,MT-MAIN,,M1.7 X 0.35 GPIP2,1.00,HL3L27,2069711401047
MT,MT-MAIN,,M5 X 0.8 GPWP2,3.00,HL3L27,2069711401085
MT,MT-MAIN,,M3 X 0.5 GP2,1.00,HL3L27,2069711401276
MT,MT-MAIN,,M2.5 X 0.45 GPWP2,4.00,HL3L27,2069711401504
MT,MT-MAIN,,M2.6 X 0.45 GPIP2,2.00,HL3L27,2069711401931
MT,MT-MAIN,,M3 X 0.5  GP2,1.00,HL3L27,2069711402969
MT,MT-MAIN,,M4 X 0.7  GP2,1.00,HL3L27,2069711402976
MT,MT-MAIN,,M5 X 0.8  GP2,1.00,HL3L27,2069711402983
MT,MT-MAIN,,M36 X 1.5 GRGF-GRNF6G,1.00,,2069711403065
MT,MT-MAIN,,M51 X 2.0 NRGF-NRNF6G,1.00,,2069711403072
MT,MT-MAIN,,M16 X 1.0 GPIP2,1.00,,2069711403089
MT,MT-MAIN,,M32 X 1.5 NW6G,1.00,,2069711403096
MT,MT-MAIN,,M100 X 2.0 GW2,1.00,,2069711403102
MT,MT-MAIN,,NO. 9/16-12 UNC GRIR2A,1.00,,2069711403119
MT,MT-MAIN,,NPTF 1/16-27,1.00,,2069711403126
MT,MT-MAIN,,NO. 1 X 5/8-12 UN GPIP2B,1.00,,2069711403133
MT,MT-MAIN,,M12 X 1.25 GPWP2,5.00,HL3L27,2069711403270
MT,MT-MAIN,,M6 X 1.0   GPWP2,1.00,,2069711403478
MT,MT-MAIN,,CPG M10 X 1.5 GP6H,2.00,HL3L27,2069711403621
MT,MT-MAIN,,M10 X 0.5 GPIP2,1.00,HL3L27,2069711403867
MT,MT-MAIN,,M5 X 0.7 GPIP2,1.00,,2069711403980
MT,MT-MAIN,,M32 X 1.5 GPWP2,3.00,HL3L27,2069711404321
MT,MT-MAIN,,M5 X 0.8 GP6H,50.00,HL3L27,2069711404475
MT,MT-MAIN,,NO. 7/8-20 UNEF GRWR2A,2.00,HL3L27,2069711405076
MT,MT-MAIN,,M1.6 X 0.35 GPNP6H,6.00,HL3L27,2069711405397
MT,MT-MAIN,,NO. 7/8-20 UNEF GRWR2A SPECIAL,1.00,HL3L27,2069711405526
MT,MT-MAIN,,NO. 7/8-20 UNEF GRIR2A SPECIAL,1.00,HL3L27,2069711405533
MT,MT-MAIN,,M10 X 1.0 GPWP2,3.00,HL3L27,2069711405687
MT,MT-MAIN,,M3 X 0.35 GPNP6H,10.00,HL3L27,2069711406332
MT,MT-MAIN,,NO. 1/4-20 UNC ANSI,2.00,HL3L27,2069711406394
MT,MT-MAIN,,NO. 3/8 - 16 UNC ANSI,2.00,HL3L27,2069711406400
MT,MT-MAIN,,"NO. 1/4-20 UNC ANSI, RING",2.00,HL3L27,2069711406424
MT,MT-MAIN,,"NO. 3/8-16 UNC ANSI, RING",2.00,HL3L27,2069711406431
MT,MT-MAIN,,"NO. 5/8-18 UNF ANSI, RING",2.00,HL3L27,2069711406448
MT,MT-MAIN,,NO. 5-50 UNS GPIP2B,1.00,HL3L27,2069711406462
MT,MT-MAIN,,"M2.5 * 0.40 GPNP6H,",1.00,HL3L27,2069711407162
MT,MT-MAIN,,NO. 3/4-16 UNF GP2B,3.00,HL3L27,2069711407445
MT,MT-MAIN,,M4 X 0.7 GP2 (+0.05),1.00,HL3L27,2069711407513
MT,MT-MAIN,,NO. 40 +0.016/+0.004,1.00,,2069731400433
MT,MT-MAIN,,NO. 40 +0.030 /+0.010,1.00,,2069731400440
MT,MT-MAIN,,NO. 34 +0.030/+0.015,1.00,,2069731400457
MT,MT-MAIN,,NO. 5.935 +0.0010/0 CARBIDE,1.00,,2069731401799
MT,MT-MAIN,,NO. 91,1.00,,2069731402215
MT,MT-MAIN,,NO. 93,1.00,,2069731402222
MT,MT-MAIN,,NO. 30.3 +0.07/+0.02,1.00,,2069731402338
MT,MT-MAIN,,NO. 14 +0.04/0,1.00,,2069731402345
MT,MT-MAIN,,NO. 30.000 X 30.025,1.00,HL3L27,2069731403328
MT,MT-MAIN,,M6 X 1.0 GRIR2 LH,1.00,,2069731403335
MT,MT-MAIN,,NO. 1-8 UNC WR2A,1.00,HL3L27,2069731403342
MT,MT-MAIN,,7/8-20UNEF GRIR2A SPECIAL,1.00,HL3L27,2069731405919
MT,MT-MAIN,,NO. 18 +0.027/0.006,1.00,,2069991400594
NC,NC-MAIN,,COOLANT SYSTEM,1.00,,2070000507715
NC,NC-MAIN,,3882-C030-11B0,1.00,HL2L09,2070000515048
NC,NC-MAIN,,3801-H050-1050,1.00,HL2L09,2070000516595
NC,NC-MAIN,,3883-C02A-SET,4.00,,2070000517110
NC,NC-MAIN,,3882-C030-3400,1.00,HL2L09,2070000517974
NC,NC-MAIN,,3882-C030-3600,1.00,HL2L09,2070000517981
NC,NC-MAIN,,3882-C030-3800,1.00,HL2L09,2070000517998
NC,NC-MAIN,,3882-C030-4001,1.00,HL2L09,2070000518001
NC,NC-MAIN,,3882-C030-546,4.00,HL2L09,2070000518018
NC,NC-MAIN,,3882-C030-519,20.00,HL2L09,2070000518025
NC,NC-MAIN,,MTA90-250 A-W-A-B,1.00,,2070000518636
NC,NC-MAIN,,LL-240,19.00,HL2L15,2070000906440
NC,NC-MAIN,,X9-60,1.00,HL2L15,2070000907034
NC,NC-MAIN,,S9-04,1.00,HL2L15,2070000909151
NC,NC-MAIN,,U1-02A,1.00,HL2L15,2070000913974
NC,NC-MAIN,,XX-911,2.00,HL2L15,2070000915619
NC,NC-MAIN,,X8-08-YY,1.00,HL2L15,2070000921597
NC,NC-MAIN,,X9-23,1.00,HL2L15,2070000923539
NC,NC-MAIN,,S8-44-VV,1.00,HL2L15,2070000940208
NC,NC-MAIN,,B0-23,1.00,HL2L15,2070000941960
NC,NC-MAIN,,B0-1LV,1.00,HL2L15,2070000941977
NC,NC-MAIN,,B0-22,1.00,HL2L15,2070000941984
NC,NC-MAIN,,B1A-21K,1.00,HL2L15,2070000942387
NC,NC-MAIN,,Q2-04 (40A),2.00,HL2L15,2070000943155
NC,NC-MAIN,,U1-05R1,1.00,HL2L15,2070000944619
NC,NC-MAIN,,A-5000-3712,5.00,,2070001108225
NC,NC-MAIN,,A-8014-0522,4.00,,2070001111492
NC,NC-MAIN,,A-8014-0521,4.00,,2070001111508
NC,NC-MAIN,,A-4013-0106,1.00,HL2L41,2070001119924
NC,NC-MAIN,,A-2197-0159,1.00,,2070001130127
NC,NC-MAIN,,A-5003-5171,7.00,,2070001134972
NC,NC-MAIN,,H-5475-8504-04-A,1.00,,2070001137393
NC,NC-MAIN,,SINO,4.00,,2070001137720
NC,NC-MAIN,,BRAKE BLOCK,4.00,HL2L35,2070001138147
NC,NC-MAIN,,DRAW BAR R8 DRAW BAR M12*1.75M,10.00,HL2L35,2070001138154
NC,NC-MAIN,,COIL SPRING B178 CLOCK SPRING,1.00,HL2L35,2070001138161
NC,NC-MAIN,,STEEL WIRE CABLE,5.00,HL2L35,2070001138178
NC,NC-MAIN,,LUBRICATION PUMP,5.00,HL2L35,2070001138185
NC,NC-MAIN,,COOLANT TANK,2.00,,2070001138215
NC,NC-MAIN,,A-5475-0005,1.00,,2070001139793
NC,NC-MAIN,,BEARING BOX FOR LINEAR GUIDEWA,1.00,HL2L35,2070001139908
NC,NC-MAIN,,SLIDE WAY CHIP PROTECTION,1.00,HL2L35,2070001139915
NC,NC-MAIN,,HMEH-SW-001,10.00,HL2L35,2070001143257
NC,NC-MAIN,,GRINDING WHEEL,2.00,HL2L35,2070001143790
